DATE,IPG2211A2N,diff
1985-01-01,4.283658283426507,
1985-02-01,4.258049454854171,-0.02560882857233615
1985-03-01,4.134369439128508,-0.12368001572566278
1985-04-01,4.051287432758869,-0.08308200636963914
1985-05-01,4.013045927313135,-0.03824150544573435
1985-06-01,4.062000417847492,0.0489544905343573
1985-07-01,4.137087909760933,0.07508749191344144
1985-08-01,4.147071411911395,0.009983502150461732
1985-09-01,4.104040735367393,-0.043030676544002056
1985-10-01,4.030968032377746,-0.07307270298964674
1985-11-01,4.060451631198917,0.029483598821170354
1985-12-01,4.229960239548704,0.16950860834978698
1986-01-01,4.294638368488623,0.06467812893991898
1986-02-01,4.219315039558455,-0.07532332893016758
1986-03-01,4.130710242105332,-0.08860479745312322
1986-04-01,4.043628294305207,-0.08708194780012501
1986-05-01,4.022019358965494,-0.021608935339712865
1986-06-01,4.092684852331975,0.07066549336648098
1986-07-01,4.186095384720093,0.09341053238811803
1986-08-01,4.1663799117862945,-0.019715472933798495
1986-09-01,4.11088206086103,-0.05549785092526438
1986-10-01,4.052344791061819,-0.05853726979921081
1986-11-01,4.08331226291878,0.030967471856961026
1986-12-01,4.221496901882431,0.13818463896365074
1987-01-01,4.301564672458774,0.08006777057634284
1987-02-01,4.2493805643216325,-0.05218410813714147
1987-03-01,4.1837281233567865,-0.06565244096484601
1987-04-01,4.096984408094208,-0.08674371526257829
1987-05-01,4.075389375746495,-0.021595032347713428
1987-06-01,4.15719102764046,0.08180165189396504
1987-07-01,4.232211957452445,0.07502092981198505
1987-08-01,4.249450499930947,0.017238542478501984
1987-09-01,4.160679905607282,-0.08877059432366519
1987-10-01,4.10063970615978,-0.06004019944750194
1987-11-01,4.134595193545487,0.03395548738570753
1987-12-01,4.256714230580986,0.12211903703549876
1988-01-01,4.380404069025912,0.12368983844492565
1988-02-01,4.332865276620523,-0.04753879240538872
1988-03-01,4.252669375363835,-0.08019590125668774
1988-04-01,4.1469117115784515,-0.10575766378538365
1988-05-01,4.117515692742167,-0.029396018836284732
1988-06-01,4.20632859388747,0.08881290114530316
1988-07-01,4.290207354582722,0.08387876069525202
1988-08-01,4.327643043919613,0.03743568933689101
1988-09-01,4.212352757713291,-0.11529028620632165
1988-10-01,4.147619891080961,-0.06473286663233058
1988-11-01,4.176044357705402,0.028424466624441536
1988-12-01,4.302213379840696,0.12616902213529357
1989-01-01,4.355667258805014,0.05345387896431841
1989-02-01,4.339669608428368,-0.015997650376646355
1989-03-01,4.29527386060727,-0.04439574782109812
1989-04-01,4.176048965437638,-0.11922489516963175
1989-05-01,4.15401500346281,-0.02203396197482821
1989-06-01,4.226427823477017,0.07241282001420757
1989-07-01,4.304471767257823,0.07804394378080559
1989-08-01,4.318085268537101,0.013613501279277962
1989-09-01,4.238521382347961,-0.07956388618914012
1989-10-01,4.187736236203795,-0.050785146144165516
1989-11-01,4.2351291699025895,0.04739293369879416
1989-12-01,4.433134349342581,0.19800517943999196
1990-01-01,4.435090984815919,0.0019566354733377977
1990-02-01,4.346044471751118,-0.08904651306480105
1990-03-01,4.293146239430005,-0.05289823232111335
1990-04-01,4.208834775075681,-0.08431146435432346
1990-05-01,4.18695109045211,-0.021883684623571042
1990-06-01,4.269213416490871,0.08226232603876049
1990-07-01,4.338779827670599,0.0695664111797285
1990-08-01,4.345170723171764,0.006390895501164451
1990-09-01,4.291294708653701,-0.05387601451806301
1990-10-01,4.2111864143634605,-0.08010829429024025
1990-11-01,4.2278040772634915,0.01661766290003097
1990-12-01,4.352648028696015,0.12484395143252325
1991-01-01,4.454596102507967,0.10194807381195226
1991-02-01,4.351017018009869,-0.10357908449809816
1991-03-01,4.29544698265943,-0.055570035350438474
1991-04-01,4.206928922969246,-0.088518059690184
1991-05-01,4.2314391823380175,0.02451025936877116
1991-06-01,4.3154166361744375,0.08397745383641997
1991-07-01,4.383185962393728,0.06776932621929088
1991-08-01,4.37147870029129,-0.011707262102438776
1991-09-01,4.29829577997302,-0.07318292031826967
1991-10-01,4.230532007746472,-0.06776377222654784
1991-11-01,4.283815501169267,0.05328349342279459
1991-12-01,4.375623679437274,0.09180817826800691
1992-01-01,4.446004451771318,0.07038077233404483
1992-02-01,4.384078278612407,-0.0619261731589118
1992-03-01,4.311168184791491,-0.07291009382091573
